# x	Revenue	Cost	Profit
73.50	17294.47	4352.46	12942.01
73.60	17317.46	4356.23	12961.23
73.70	17340.44	4360.01	12980.44
73.80	17363.43	4363.79	12999.64
73.90	17386.41	4367.58	13018.83
74.00	17409.39	4371.37	13038.02
74.10	17432.37	4375.17	13057.20
74.20	17455.34	4378.97	13076.37
74.30	17478.31	4382.78	13095.54
74.40	17501.28	4386.59	13114.70
74.50	17524.25	4390.41	13133.85
74.60	17547.22	4394.23	13152.99
74.70	17570.18	4398.06	13172.13
74.80	17593.15	4401.89	13191.25
74.90	17616.11	4405.73	13210.38
75.00	17639.06	4409.57	13229.49
75.10	17662.02	4413.42	13248.60
75.20	17684.97	4417.27	13267.70
75.30	17707.92	4421.13	13286.79
75.40	17730.87	4424.99	13305.87
75.50	17753.82	4428.86	13324.95
75.60	17776.76	4432.74	13344.02
75.70	17799.70	4436.61	13363.09
75.80	17822.64	4440.50	13382.14
75.90	17845.58	4444.39	13401.19
76.00	17868.51	4448.28	13420.23
76.10	17891.44	4452.18	13439.27
76.20	17914.37	4456.08	13458.29
76.30	17937.30	4459.99	13477.31
76.40	17960.23	4463.90	13496.32
76.50	17983.15	4467.82	13515.33
76.60	18006.07	4471.75	13534.33
76.70	18028.99	4475.68	13553.32
76.80	18051.91	4479.61	13572.30
76.90	18074.82	4483.55	13591.27
77.00	18097.73	4487.49	13610.24
77.10	18120.64	4491.44	13629.20
77.20	18143.55	4495.40	13648.15
77.30	18166.46	4499.36	13667.10
77.40	18189.36	4503.32	13686.04
77.50	18212.26	4507.29	13704.97
77.60	18235.16	4511.26	13723.89
77.70	18258.05	4515.24	13742.81
77.80	18280.94	4519.23	13761.72
77.90	18303.84	4523.22	13780.62
78.00	18326.72	4527.21	13799.51
78.10	18349.61	4531.21	13818.40
78.20	18372.49	4535.21	13837.28
78.30	18395.38	4539.22	13856.15
78.40	18418.25	4543.24	13875.02
78.50	18441.13	4547.26	13893.87
78.60	18464.01	4551.28	13912.72
78.70	18486.88	4555.31	13931.56
78.80	18509.75	4559.35	13950.40
78.90	18532.62	4563.39	13969.23
79.00	18555.48	4567.43	13988.05
79.10	18578.34	4571.48	14006.86
79.20	18601.20	4575.54	14025.66
79.30	18624.06	4579.60	14044.46
79.40	18646.92	4583.66	14063.25
79.50	18669.77	4587.74	14082.03
79.60	18692.62	4591.81	14100.81
79.70	18715.47	4595.89	14119.58
79.80	18738.32	4599.98	14138.34
79.90	18761.16	4604.07	14157.09
80.00	18784.00	4608.16	14175.84
80.10	18806.84	4612.26	14194.58
80.20	18829.68	4616.37	14213.31
80.30	18852.51	4620.48	14232.03
80.40	18875.34	4624.60	14250.74
80.50	18898.17	4628.72	14269.45
80.60	18921.00	4632.84	14288.15
80.70	18943.82	4636.97	14306.85
80.80	18966.64	4641.11	14325.53
80.90	18989.46	4645.25	14344.21
81.00	19012.28	4649.40	14362.88
81.10	19035.09	4653.55	14381.55
81.20	19057.91	4657.70	14400.20
81.30	19080.72	4661.87	14418.85
81.40	19103.52	4666.03	14437.49
81.50	19126.33	4670.20	14456.12
81.60	19149.13	4674.38	14474.75
81.70	19171.93	4678.56	14493.37
81.80	19194.73	4682.75	14511.98
81.90	19217.52	4686.94	14530.58
82.00	19240.32	4691.14	14549.18
82.10	19263.11	4695.34	14567.77
82.20	19285.89	4699.55	14586.35
82.30	19308.68	4703.76	14604.92
82.40	19331.46	4707.98	14623.49
82.50	19354.24	4712.20	14642.04
82.60	19377.02	4716.43	14660.59
82.70	19399.80	4720.66	14679.14
82.80	19422.57	4724.90	14697.67
82.90	19445.34	4729.14	14716.20
83.00	19468.11	4733.38	14734.72
83.10	19490.87	4737.64	14753.23
83.20	19513.63	4741.90	14771.74
83.30	19536.40	4746.16	14790.24
83.40	19559.15	4750.43	14808.73
83.50	19581.91	4754.70	14827.21
83.60	19604.66	4758.98	14845.69
83.70	19627.41	4763.26	14864.15
83.80	19650.16	4767.55	14882.61
83.90	19672.91	4771.84	14901.06
84.00	19695.65	4776.14	14919.51
84.10	19718.39	4780.44	14937.95
84.20	19741.13	4784.75	14956.38
84.30	19763.86	4789.06	14974.80
84.40	19786.59	4793.38	14993.21
84.50	19809.32	4797.71	15011.62
84.60	19832.05	4802.03	15030.02
84.70	19854.78	4806.37	15048.41
84.80	19877.50	4810.71	15066.79
84.90	19900.22	4815.05	15085.17
85.00	19922.94	4819.40	15103.54
85.10	19945.65	4823.75	15121.90
85.20	19968.36	4828.11	15140.25
85.30	19991.07	4832.48	15158.60
85.40	20013.78	4836.85	15176.94
85.50	20036.49	4841.22	15195.27
85.60	20059.19	4845.60	15213.59
85.70	20081.89	4849.98	15231.91
85.80	20104.59	4854.37	15250.21
85.90	20127.28	4858.77	15268.51
86.00	20149.97	4863.17	15286.81
86.10	20172.66	4867.57	15305.09
86.20	20195.35	4871.98	15323.37
86.30	20218.03	4876.40	15341.64
86.40	20240.71	4880.82	15359.90
86.50	20263.39	4885.24	15378.15
86.60	20286.07	4889.67	15396.40
86.70	20308.74	4894.11	15414.64
86.80	20331.41	4898.55	15432.87
86.90	20354.08	4902.99	15451.09
87.00	20376.75	4907.44	15469.31
87.10	20399.41	4911.90	15487.51
87.20	20422.07	4916.36	15505.71
87.30	20444.73	4920.82	15523.91
87.40	20467.39	4925.29	15542.09
87.50	20490.04	4929.77	15560.27
87.60	20512.69	4934.25	15578.44
87.70	20535.34	4938.74	15596.60
87.80	20557.98	4943.23	15614.75
87.90	20580.62	4947.72	15632.90
88.00	20603.26	4952.22	15651.04
88.10	20625.90	4956.73	15669.17
88.20	20648.54	4961.24	15687.29
88.30	20671.17	4965.76	15705.41
88.40	20693.80	4970.28	15723.52
88.50	20716.42	4974.81	15741.62
88.60	20739.05	4979.34	15759.71
88.70	20761.67	4983.87	15777.79
88.80	20784.29	4988.42	15795.87
88.90	20806.90	4992.96	15813.94
89.00	20829.52	4997.52	15832.00
89.10	20852.13	5002.07	15850.05
89.20	20874.73	5006.63	15868.10
89.30	20897.34	5011.20	15886.14
89.40	20919.94	5015.77	15904.17
89.50	20942.54	5020.35	15922.19
89.60	20965.14	5024.93	15940.21
89.70	20987.73	5029.52	15958.21
89.80	21010.32	5034.11	15976.21
89.90	21032.91	5038.71	15994.20
90.00	21055.50	5043.31	16012.19
90.10	21078.08	5047.92	16030.16
90.20	21100.66	5052.53	16048.13
90.30	21123.24	5057.15	16066.09
90.40	21145.82	5061.78	16084.04
90.50	21168.39	5066.40	16101.99
90.60	21190.96	5071.04	16119.92
90.70	21213.53	5075.68	16137.85
90.80	21236.09	5080.32	16155.77
90.90	21258.66	5084.97	16173.69
91.00	21281.21	5089.62	16191.59
91.10	21303.77	5094.28	16209.49
91.20	21326.32	5098.94	16227.38
91.30	21348.88	5103.61	16245.26
91.40	21371.42	5108.29	16263.14
91.50	21393.97	5112.97	16281.00
91.60	21416.51	5117.65	16298.86
91.70	21439.05	5122.34	16316.71
91.80	21461.59	5127.03	16334.56
91.90	21484.12	5131.73	16352.39
92.00	21506.66	5136.44	16370.22
92.10	21529.19	5141.15	16388.04
92.20	21551.71	5145.86	16405.85
92.30	21574.23	5150.58	16423.65
92.40	21596.76	5155.31	16441.45
92.50	21619.27	5160.04	16459.24
92.60	21641.79	5164.77	16477.02
92.70	21664.30	5169.51	16494.79
92.80	21686.81	5174.26	16512.55
92.90	21709.32	5179.01	16530.31
93.00	21731.82	5183.76	16548.06
93.10	21754.32	5188.52	16565.80
93.20	21776.82	5193.29	16583.53
93.30	21799.32	5198.06	16601.26
93.40	21821.81	5202.84	16618.97
93.50	21844.30	5207.62	16636.68
93.60	21866.79	5212.40	16654.38
93.70	21889.27	5217.19	16672.08
93.80	21911.75	5221.99	16689.76
93.90	21934.23	5226.79	16707.44
94.00	21956.71	5231.60	16725.11
94.10	21979.18	5236.41	16742.77
94.20	22001.65	5241.23	16760.43
94.30	22024.12	5246.05	16778.07
94.40	22046.58	5250.87	16795.71
94.50	22069.05	5255.71	16813.34
94.60	22091.50	5260.54	16830.96
94.70	22113.96	5265.39	16848.58
94.80	22136.41	5270.23	16866.18
94.90	22158.86	5275.08	16883.78
95.00	22181.31	5279.94	16901.37
95.10	22203.76	5284.80	16918.95
95.20	22226.20	5289.67	16936.53
95.30	22248.64	5294.55	16954.09
95.40	22271.07	5299.42	16971.65
95.50	22293.51	5304.31	16989.20
95.60	22315.94	5309.19	17006.74
95.70	22338.37	5314.09	17024.28
95.80	22360.79	5318.99	17041.81
95.90	22383.21	5323.89	17059.32
96.00	22405.63	5328.80	17076.84
96.10	22428.05	5333.71	17094.34
96.20	22450.46	5338.63	17111.83
96.30	22472.87	5343.55	17129.32
96.40	22495.28	5348.48	17146.80
96.50	22517.68	5353.42	17164.27
96.60	22540.09	5358.35	17181.73
96.70	22562.48	5363.30	17199.19
96.80	22584.88	5368.25	17216.63
96.90	22607.27	5373.20	17234.07
97.00	22629.66	5378.16	17251.50
97.10	22652.05	5383.13	17268.92
97.20	22674.43	5388.10	17286.34
97.30	22696.82	5393.07	17303.75
97.40	22719.19	5398.05	17321.14
97.50	22741.57	5403.04	17338.53
97.60	22763.94	5408.03	17355.92
97.70	22786.31	5413.02	17373.29
97.80	22808.68	5418.02	17390.66
97.90	22831.04	5423.03	17408.02
98.00	22853.40	5428.04	17425.37
98.10	22875.76	5433.05	17442.71
98.20	22898.12	5438.07	17460.04
98.30	22920.47	5443.10	17477.37
98.40	22942.82	5448.13	17494.69
98.50	22965.16	5453.17	17512.00
98.60	22987.51	5458.21	17529.30
98.70	23009.85	5463.25	17546.59
98.80	23032.18	5468.31	17563.88
98.90	23054.52	5473.36	17581.16
99.00	23076.85	5478.42	17598.43
99.10	23099.18	5483.49	17615.69
99.20	23121.50	5488.56	17632.94
99.30	23143.83	5493.64	17650.19
99.40	23166.15	5498.72	17667.43
99.50	23188.46	5503.81	17684.65
99.60	23210.78	5508.90	17701.88
99.70	23233.09	5514.00	17719.09
99.80	23255.39	5519.10	17736.29
99.90	23277.70	5524.21	17753.49
100.00	23300.00	5529.32	17770.68
