# x	Revenue	Cost	Profit
73.20	18391.44	5862.77	12528.67
73.30	18415.82	5866.52	12549.30
73.40	18440.19	5870.27	12569.92
73.50	18464.55	5874.03	12590.53
73.60	18488.92	5877.79	12611.13
73.70	18513.28	5881.56	12631.72
73.80	18537.64	5885.33	12652.31
73.90	18561.99	5889.11	12672.88
74.00	18586.34	5892.89	12693.45
74.10	18610.69	5896.68	12714.02
74.20	18635.04	5900.47	12734.57
74.30	18659.38	5904.27	12755.11
74.40	18683.72	5908.07	12775.65
74.50	18708.05	5911.87	12796.18
74.60	18732.39	5915.69	12816.70
74.70	18756.72	5919.50	12837.21
74.80	18781.04	5923.33	12857.72
74.90	18805.37	5927.15	12878.21
75.00	18829.69	5930.99	12898.70
75.10	18854.00	5934.82	12919.18
75.20	18878.32	5938.67	12939.65
75.30	18902.63	5942.51	12960.11
75.40	18926.94	5946.37	12980.57
75.50	18951.24	5950.22	13001.02
75.60	18975.54	5954.09	13021.46
75.70	18999.84	5957.96	13041.89
75.80	19024.14	5961.83	13062.31
75.90	19048.43	5965.71	13082.72
76.00	19072.72	5969.59	13103.13
76.10	19097.00	5973.48	13123.53
76.20	19121.28	5977.37	13143.92
76.30	19145.56	5981.27	13164.30
76.40	19169.84	5985.17	13184.67
76.50	19194.11	5989.08	13205.03
76.60	19218.38	5992.99	13225.39
76.70	19242.65	5996.91	13245.74
76.80	19266.91	6000.83	13266.08
76.90	19291.17	6004.76	13286.41
77.00	19315.43	6008.69	13306.73
77.10	19339.68	6012.63	13327.05
77.20	19363.93	6016.58	13347.35
77.30	19388.18	6020.52	13367.65
77.40	19412.42	6024.48	13387.94
77.50	19436.66	6028.44	13408.23
77.60	19460.90	6032.40	13428.50
77.70	19485.13	6036.37	13448.76
77.80	19509.36	6040.34	13469.02
77.90	19533.59	6044.32	13489.27
78.00	19557.81	6048.30	13509.51
78.10	19582.03	6052.29	13529.74
78.20	19606.25	6056.29	13549.97
78.30	19630.47	6060.28	13570.18
78.40	19654.68	6064.29	13590.39
78.50	19678.88	6068.30	13610.59
78.60	19703.09	6072.31	13630.78
78.70	19727.29	6076.33	13650.96
78.80	19751.49	6080.35	13671.13
78.90	19775.68	6084.38	13691.30
79.00	19799.87	6088.42	13711.46
79.10	19824.06	6092.46	13731.60
79.20	19848.24	6096.50	13751.74
79.30	19872.43	6100.55	13771.88
79.40	19896.60	6104.60	13792.00
79.50	19920.78	6108.66	13812.12
79.60	19944.95	6112.73	13832.22
79.70	19969.12	6116.80	13852.32
79.80	19993.28	6120.87	13872.41
79.90	20017.44	6124.95	13892.49
80.00	20041.60	6129.04	13912.56
80.10	20065.75	6133.12	13932.63
80.20	20089.91	6137.22	13952.69
80.30	20114.05	6141.32	13972.73
80.40	20138.20	6145.42	13992.77
80.50	20162.34	6149.53	14012.80
80.60	20186.48	6153.65	14032.83
80.70	20210.61	6157.77	14052.84
80.80	20234.74	6161.89	14072.85
80.90	20258.87	6166.02	14092.84
81.00	20282.99	6170.16	14112.83
81.10	20307.11	6174.30	14132.81
81.20	20331.23	6178.44	14152.79
81.30	20355.34	6182.59	14172.75
81.40	20379.45	6186.75	14192.70
81.50	20403.56	6190.91	14212.65
81.60	20427.66	6195.07	14232.59
81.70	20451.76	6199.24	14252.52
81.80	20475.86	6203.42	14272.44
81.90	20499.95	6207.60	14292.35
82.00	20524.04	6211.79	14312.26
82.10	20548.13	6215.98	14332.15
82.20	20572.21	6220.17	14352.04
82.30	20596.29	6224.37	14371.92
82.40	20620.37	6228.58	14391.79
82.50	20644.44	6232.79	14411.65
82.60	20668.51	6237.00	14431.50
82.70	20692.57	6241.23	14451.35
82.80	20716.64	6245.45	14471.18
82.90	20740.69	6249.68	14491.01
83.00	20764.75	6253.92	14510.83
83.10	20788.80	6258.16	14530.64
83.20	20812.85	6262.41	14550.44
83.30	20836.89	6266.66	14570.24
83.40	20860.93	6270.91	14590.02
83.50	20884.97	6275.17	14609.80
83.60	20909.01	6279.44	14629.57
83.70	20933.04	6283.71	14649.32
83.80	20957.06	6287.99	14669.08
83.90	20981.09	6292.27	14688.82
84.00	21005.11	6296.56	14708.55
84.10	21029.12	6300.85	14728.28
84.20	21053.14	6305.15	14747.99
84.30	21077.15	6309.45	14767.70
84.40	21101.15	6313.75	14787.40
84.50	21125.15	6318.07	14807.09
84.60	21149.15	6322.38	14826.77
84.70	21173.15	6326.70	14846.44
84.80	21197.14	6331.03	14866.11
84.90	21221.13	6335.36	14885.76
85.00	21245.11	6339.70	14905.41
85.10	21269.09	6344.04	14925.05
85.20	21293.07	6348.39	14944.68
85.30	21317.04	6352.74	14964.30
85.40	21341.01	6357.10	14983.91
85.50	21364.98	6361.46	15003.52
85.60	21388.94	6365.83	15023.11
85.70	21412.90	6370.20	15042.70
85.80	21436.86	6374.58	15062.28
85.90	21460.81	6378.96	15081.85
86.00	21484.76	6383.35	15101.41
86.10	21508.71	6387.74	15120.96
86.20	21532.65	6392.14	15140.51
86.30	21556.59	6396.54	15160.04
86.40	21580.52	6400.95	15179.57
86.50	21604.45	6405.37	15199.08
86.60	21628.38	6409.78	15218.59
86.70	21652.30	6414.21	15238.09
86.80	21676.22	6418.64	15257.58
86.90	21700.14	6423.07	15277.07
87.00	21724.05	6427.51	15296.54
87.10	21747.96	6431.95	15316.01
87.20	21771.86	6436.40	15335.46
87.30	21795.76	6440.85	15354.91
87.40	21819.66	6445.31	15374.35
87.50	21843.55	6449.78	15393.78
87.60	21867.45	6454.24	15413.20
87.70	21891.33	6458.72	15432.61
87.80	21915.21	6463.20	15452.02
87.90	21939.09	6467.68	15471.41
88.00	21962.97	6472.17	15490.80
88.10	21986.84	6476.66	15510.18
88.20	22010.71	6481.16	15529.55
88.30	22034.57	6485.67	15548.91
88.40	22058.44	6490.18	15568.26
88.50	22082.29	6494.69	15587.60
88.60	22106.15	6499.21	15606.93
88.70	22130.00	6503.74	15626.26
88.80	22153.84	6508.26	15645.58
88.90	22177.68	6512.80	15664.88
89.00	22201.52	6517.34	15684.18
89.10	22225.36	6521.88	15703.47
89.20	22249.19	6526.43	15722.75
89.30	22273.01	6530.99	15742.03
89.40	22296.84	6535.55	15761.29
89.50	22320.66	6540.11	15780.54
89.60	22344.47	6544.68	15799.79
89.70	22368.29	6549.26	15819.03
89.80	22392.09	6553.84	15838.25
89.90	22415.90	6558.43	15857.47
90.00	22439.70	6563.02	15876.68
90.10	22463.50	6567.61	15895.89
90.20	22487.29	6572.21	15915.08
90.30	22511.08	6576.82	15934.26
90.40	22534.87	6581.43	15953.44
90.50	22558.65	6586.04	15972.60
90.60	22582.43	6590.67	15991.76
90.70	22606.20	6595.29	16010.91
90.80	22629.97	6599.92	16030.05
90.90	22653.74	6604.56	16049.18
91.00	22677.50	6609.20	16068.30
91.10	22701.26	6613.85	16087.41
91.20	22725.01	6618.50	16106.52
91.30	22748.77	6623.15	16125.61
91.40	22772.51	6627.82	16144.70
91.50	22796.26	6632.48	16163.78
91.60	22820.00	6637.15	16182.84
91.70	22843.73	6641.83	16201.90
91.80	22867.47	6646.51	16220.95
91.90	22891.19	6651.20	16239.99
92.00	22914.92	6655.89	16259.03
92.10	22938.64	6660.59	16278.05
92.20	22962.36	6665.29	16297.07
92.30	22986.07	6670.00	16316.07
92.40	23009.78	6674.71	16335.07
92.50	23033.48	6679.43	16354.06
92.60	23057.18	6684.15	16373.03
92.70	23080.88	6688.88	16392.00
92.80	23104.57	6693.61	16410.96
92.90	23128.26	6698.35	16429.92
93.00	23151.95	6703.09	16448.86
93.10	23175.63	6707.84	16467.79
93.20	23199.31	6712.59	16486.72
93.30	23222.98	6717.35	16505.63
93.40	23246.65	6722.11	16524.54
93.50	23270.32	6726.88	16543.44
93.60	23293.98	6731.65	16562.33
93.70	23317.64	6736.43	16581.21
93.80	23341.29	6741.22	16600.08
93.90	23364.94	6746.00	16618.94
94.00	23388.59	6750.80	16637.79
94.10	23412.23	6755.60	16656.64
94.20	23435.87	6760.40	16675.47
94.30	23459.51	6765.21	16694.30
94.40	23483.14	6770.02	16713.11
94.50	23506.76	6774.84	16731.92
94.60	23530.39	6779.67	16750.72
94.70	23554.01	6784.50	16769.51
94.80	23577.62	6789.33	16788.29
94.90	23601.23	6794.17	16807.06
95.00	23624.84	6799.01	16825.82
95.10	23648.44	6803.86	16844.58
95.20	23672.04	6808.72	16863.32
95.30	23695.63	6813.58	16882.06
95.40	23719.22	6818.44	16900.78
95.50	23742.81	6823.31	16919.50
95.60	23766.39	6828.19	16938.21
95.70	23789.97	6833.07	16956.91
95.80	23813.55	6837.95	16975.59
95.90	23837.12	6842.84	16994.28
96.00	23860.68	6847.74	17012.95
96.10	23884.25	6852.64	17031.61
96.20	23907.81	6857.54	17050.26
96.30	23931.36	6862.45	17068.91
96.40	23954.91	6867.37	17087.54
96.50	23978.46	6872.29	17106.17
96.60	24002.00	6877.22	17124.78
96.70	24025.54	6882.15	17143.39
96.80	24049.07	6887.08	17161.99
96.90	24072.60	6892.03	17180.58
97.00	24096.13	6896.97	17199.16
97.10	24119.65	6901.92	17217.73
97.20	24143.17	6906.88	17236.29
97.30	24166.68	6911.84	17254.84
97.40	24190.19	6916.81	17273.38
97.50	24213.70	6921.78	17291.92
97.60	24237.20	6926.76	17310.44
97.70	24260.70	6931.74	17328.96
97.80	24284.19	6936.73	17347.47
97.90	24307.68	6941.72	17365.96
98.00	24331.17	6946.71	17384.45
98.10	24354.65	6951.72	17402.93
98.20	24378.12	6956.72	17421.40
98.30	24401.60	6961.74	17439.86
98.40	24425.07	6966.75	17458.31
98.50	24448.53	6971.78	17476.75
98.60	24471.99	6976.80	17495.19
98.70	24495.45	6981.84	17513.61
98.80	24518.90	6986.88	17532.02
98.90	24542.35	6991.92	17550.43
99.00	24565.79	6996.97	17568.82
99.10	24589.23	7002.02	17587.21
99.20	24612.67	7007.08	17605.59
99.30	24636.10	7012.14	17623.96
99.40	24659.52	7017.21	17642.31
99.50	24682.95	7022.28	17660.66
99.60	24706.37	7027.36	17679.00
99.70	24729.78	7032.45	17697.33
99.80	24753.19	7037.54	17715.66
99.90	24776.60	7042.63	17733.97
100.00	24800.00	7047.73	17752.27
