# x	Revenue	Cost	Profit
73.20	20035.82	5396.03	14639.79
73.30	20062.33	5398.61	14663.73
73.40	20088.84	5401.18	14687.66
73.50	20115.35	5403.76	14711.58
73.60	20141.85	5406.35	14735.50
73.70	20168.35	5408.93	14759.41
73.80	20194.84	5411.52	14783.32
73.90	20221.33	5414.12	14807.22
74.00	20247.82	5416.71	14831.11
74.10	20274.30	5419.31	14854.99
74.20	20300.79	5421.92	14878.87
74.30	20327.26	5424.52	14902.74
74.40	20353.74	5427.13	14926.60
74.50	20380.21	5429.75	14950.46
74.60	20406.67	5432.37	14974.31
74.70	20433.13	5434.99	14998.15
74.80	20459.59	5437.61	15021.98
74.90	20486.05	5440.24	15045.81
75.00	20512.50	5442.87	15069.63
75.10	20538.95	5445.50	15093.44
75.20	20565.39	5448.14	15117.25
75.30	20591.83	5450.78	15141.05
75.40	20618.27	5453.43	15164.84
75.50	20644.70	5456.08	15188.63
75.60	20671.14	5458.73	15212.41
75.70	20697.56	5461.38	15236.18
75.80	20723.98	5464.04	15259.94
75.90	20750.40	5466.70	15283.70
76.00	20776.82	5469.37	15307.45
76.10	20803.23	5472.04	15331.19
76.20	20829.64	5474.71	15354.93
76.30	20856.04	5477.39	15378.66
76.40	20882.45	5480.07	15402.38
76.50	20908.84	5482.75	15426.09
76.60	20935.24	5485.44	15449.80
76.70	20961.63	5488.13	15473.50
76.80	20988.01	5490.82	15497.19
76.90	21014.39	5493.51	15520.88
77.00	21040.77	5496.21	15544.56
77.10	21067.15	5498.92	15568.23
77.20	21093.52	5501.62	15591.90
77.30	21119.89	5504.33	15615.55
77.40	21146.25	5507.05	15639.20
77.50	21172.61	5509.77	15662.85
77.60	21198.97	5512.49	15686.48
77.70	21225.32	5515.21	15710.11
77.80	21251.67	5517.94	15733.73
77.90	21278.02	5520.67	15757.35
78.00	21304.36	5523.40	15780.96
78.10	21330.70	5526.14	15804.56
78.20	21357.03	5528.88	15828.15
78.30	21383.36	5531.63	15851.74
78.40	21409.69	5534.37	15875.31
78.50	21436.01	5537.12	15898.89
78.60	21462.33	5539.88	15922.45
78.70	21488.65	5542.64	15946.01
78.80	21514.96	5545.40	15969.56
78.90	21541.26	5548.16	15993.10
79.00	21567.57	5550.93	16016.64
79.10	21593.87	5553.71	16040.16
79.20	21620.17	5556.48	16063.68
79.30	21646.46	5559.26	16087.20
79.40	21672.75	5562.04	16110.70
79.50	21699.03	5564.83	16134.20
79.60	21725.31	5567.62	16157.70
79.70	21751.59	5570.41	16181.18
79.80	21777.86	5573.21	16204.66
79.90	21804.13	5576.01	16228.13
80.00	21830.40	5578.81	16251.59
80.10	21856.66	5581.62	16275.05
80.20	21882.92	5584.43	16298.49
80.30	21909.17	5587.24	16321.94
80.40	21935.43	5590.06	16345.37
80.50	21961.67	5592.88	16368.80
80.60	21987.91	5595.70	16392.21
80.70	22014.15	5598.53	16415.63
80.80	22040.39	5601.36	16439.03
80.90	22066.62	5604.19	16462.43
81.00	22092.85	5607.03	16485.82
81.10	22119.07	5609.87	16509.20
81.20	22145.29	5612.72	16532.57
81.30	22171.51	5615.56	16555.94
81.40	22197.72	5618.41	16579.30
81.50	22223.93	5621.27	16602.66
81.60	22250.13	5624.13	16626.00
81.70	22276.33	5626.99	16649.34
81.80	22302.53	5629.85	16672.67
81.90	22328.72	5632.72	16695.99
82.00	22354.91	5635.59	16719.31
82.10	22381.09	5638.47	16742.62
82.20	22407.27	5641.35	16765.92
82.30	22433.45	5644.23	16789.21
82.40	22459.62	5647.12	16812.50
82.50	22485.79	5650.01	16835.78
82.60	22511.95	5652.90	16859.05
82.70	22538.11	5655.80	16882.32
82.80	22564.27	5658.70	16905.57
82.90	22590.42	5661.60	16928.82
83.00	22616.57	5664.51	16952.07
83.10	22642.72	5667.42	16975.30
83.20	22668.86	5670.33	16998.53
83.30	22694.99	5673.25	17021.75
83.40	22721.13	5676.17	17044.96
83.50	22747.25	5679.09	17068.16
83.60	22773.38	5682.02	17091.36
83.70	22799.50	5684.95	17114.55
83.80	22825.62	5687.88	17137.73
83.90	22851.73	5690.82	17160.91
84.00	22877.84	5693.76	17184.08
84.10	22903.94	5696.70	17207.24
84.20	22930.04	5699.65	17230.39
84.30	22956.14	5702.60	17253.53
84.40	22982.23	5705.56	17276.67
84.50	23008.32	5708.52	17299.80
84.60	23034.40	5711.48	17322.92
84.70	23060.48	5714.44	17346.04
84.80	23086.56	5717.41	17369.15
84.90	23112.63	5720.39	17392.25
85.00	23138.70	5723.36	17415.34
85.10	23164.76	5726.34	17438.42
85.20	23190.82	5729.32	17461.50
85.30	23216.88	5732.31	17484.57
85.40	23242.93	5735.30	17507.63
85.50	23268.98	5738.29	17530.69
85.60	23295.02	5741.29	17553.73
85.70	23321.06	5744.29	17576.77
85.80	23347.10	5747.29	17599.81
85.90	23373.13	5750.30	17622.83
86.00	23399.16	5753.31	17645.85
86.10	23425.18	5756.32	17668.86
86.20	23451.20	5759.34	17691.86
86.30	23477.21	5762.36	17714.85
86.40	23503.22	5765.38	17737.84
86.50	23529.23	5768.41	17760.82
86.60	23555.23	5771.44	17783.79
86.70	23581.23	5774.48	17806.75
86.80	23607.22	5777.51	17829.71
86.90	23633.21	5780.56	17852.66
87.00	23659.20	5783.60	17875.60
87.10	23685.18	5786.65	17898.53
87.20	23711.16	5789.70	17921.46
87.30	23737.13	5792.76	17944.37
87.40	23763.10	5795.81	17967.28
87.50	23789.06	5798.88	17990.19
87.60	23815.02	5801.94	18013.08
87.70	23840.98	5805.01	18035.97
87.80	23866.93	5808.08	18058.85
87.90	23892.88	5811.16	18081.72
88.00	23918.82	5814.24	18104.58
88.10	23944.76	5817.32	18127.44
88.20	23970.70	5820.41	18150.29
88.30	23996.63	5823.50	18173.13
88.40	24022.55	5826.59	18195.96
88.50	24048.48	5829.69	18218.79
88.60	24074.39	5832.79	18241.61
88.70	24100.31	5835.89	18264.42
88.80	24126.22	5839.00	18287.22
88.90	24152.12	5842.11	18310.01
89.00	24178.02	5845.22	18332.80
89.10	24203.92	5848.34	18355.58
89.20	24229.81	5851.46	18378.35
89.30	24255.70	5854.59	18401.11
89.40	24281.59	5857.72	18423.87
89.50	24307.47	5860.85	18446.62
89.60	24333.34	5863.98	18469.36
89.70	24359.21	5867.12	18492.09
89.80	24385.08	5870.26	18514.82
89.90	24410.94	5873.41	18537.53
90.00	24436.80	5876.56	18560.24
90.10	24462.65	5879.71	18582.95
90.20	24488.50	5882.86	18605.64
90.30	24514.35	5886.02	18628.32
90.40	24540.19	5889.19	18651.00
90.50	24566.03	5892.35	18673.67
90.60	24591.86	5895.52	18696.34
90.70	24617.69	5898.70	18718.99
90.80	24643.51	5901.87	18741.64
90.90	24669.33	5905.05	18764.28
91.00	24695.14	5908.24	18786.91
91.10	24720.95	5911.42	18809.53
91.20	24746.76	5914.61	18832.15
91.30	24772.56	5917.81	18854.75
91.40	24798.36	5921.00	18877.35
91.50	24824.15	5924.21	18899.95
91.60	24849.94	5927.41	18922.53
91.70	24875.72	5930.62	18945.11
91.80	24901.50	5933.83	18967.67
91.90	24927.28	5937.04	18990.24
92.00	24953.05	5940.26	19012.79
92.10	24978.82	5943.48	19035.33
92.20	25004.58	5946.71	19057.87
92.30	25030.34	5949.94	19080.40
92.40	25056.09	5953.17	19102.92
92.50	25081.84	5956.41	19125.43
92.60	25107.58	5959.64	19147.94
92.70	25133.32	5962.89	19170.43
92.80	25159.06	5966.13	19192.92
92.90	25184.79	5969.38	19215.40
93.00	25210.51	5972.64	19237.88
93.10	25236.24	5975.89	19260.34
93.20	25261.95	5979.15	19282.80
93.30	25287.67	5982.42	19305.25
93.40	25313.38	5985.68	19327.69
93.50	25339.08	5988.95	19350.13
93.60	25364.78	5992.23	19372.55
93.70	25390.47	5995.50	19394.97
93.80	25416.17	5998.79	19417.38
93.90	25441.85	6002.07	19439.78
94.00	25467.53	6005.36	19462.17
94.10	25493.21	6008.65	19484.56
94.20	25518.88	6011.94	19506.94
94.30	25544.55	6015.24	19529.31
94.40	25570.21	6018.54	19551.67
94.50	25595.87	6021.85	19574.02
94.60	25621.53	6025.16	19596.37
94.70	25647.18	6028.47	19618.71
94.80	25672.82	6031.79	19641.04
94.90	25698.46	6035.11	19663.36
95.00	25724.10	6038.43	19685.67
95.10	25749.73	6041.75	19707.98
95.20	25775.36	6045.08	19730.27
95.30	25800.98	6048.42	19752.56
95.40	25826.60	6051.75	19774.85
95.50	25852.21	6055.09	19797.12
95.60	25877.82	6058.44	19819.38
95.70	25903.43	6061.78	19841.64
95.80	25929.03	6065.14	19863.89
95.90	25954.62	6068.49	19886.13
96.00	25980.21	6071.85	19908.36
96.10	26005.80	6075.21	19930.59
96.20	26031.38	6078.57	19952.81
96.30	26056.95	6081.94	19975.01
96.40	26082.53	6085.31	19997.22
96.50	26108.09	6088.69	20019.41
96.60	26133.66	6092.07	20041.59
96.70	26159.22	6095.45	20063.77
96.80	26184.77	6098.83	20085.94
96.90	26210.32	6102.22	20108.10
97.00	26235.86	6105.61	20130.25
97.10	26261.40	6109.01	20152.39
97.20	26286.94	6112.41	20174.53
97.30	26312.47	6115.81	20196.65
97.40	26337.99	6119.22	20218.77
97.50	26363.51	6122.63	20240.88
97.60	26389.03	6126.04	20262.99
97.70	26414.54	6129.46	20285.08
97.80	26440.05	6132.88	20307.17
97.90	26465.55	6136.30	20329.25
98.00	26491.05	6139.73	20351.32
98.10	26516.54	6143.16	20373.38
98.20	26542.03	6146.60	20395.43
98.30	26567.51	6150.03	20417.48
98.40	26592.99	6153.47	20439.51
98.50	26618.46	6156.92	20461.54
98.60	26643.93	6160.37	20483.56
98.70	26669.40	6163.82	20505.58
98.80	26694.86	6167.27	20527.58
98.90	26720.31	6170.73	20549.58
99.00	26745.76	6174.20	20571.57
99.10	26771.21	6177.66	20593.54
99.20	26796.65	6181.13	20615.52
99.30	26822.08	6184.60	20637.48
99.40	26847.51	6188.08	20659.43
99.50	26872.94	6191.56	20681.38
99.60	26898.36	6195.04	20703.32
99.70	26923.78	6198.53	20725.25
99.80	26949.19	6202.02	20747.17
99.90	26974.60	6205.51	20769.08
100.00	27000.00	6209.01	20790.99
