# x	Revenue	Cost	Profit
73.10	18951.87	5466.86	13485.00
73.20	18977.04	5469.12	13507.92
73.30	19002.22	5471.38	13530.84
73.40	19027.39	5473.64	13553.74
73.50	19052.55	5475.91	13576.64
73.60	19077.72	5478.18	13599.54
73.70	19102.88	5480.45	13622.43
73.80	19128.04	5482.73	13645.31
73.90	19153.19	5485.00	13668.19
74.00	19178.34	5487.28	13691.06
74.10	19203.49	5489.57	13713.92
74.20	19228.64	5491.86	13736.78
74.30	19253.78	5494.15	13759.63
74.40	19278.92	5496.44	13782.48
74.50	19304.05	5498.73	13805.32
74.60	19329.19	5501.03	13828.15
74.70	19354.32	5503.33	13850.98
74.80	19379.44	5505.64	13873.80
74.90	19404.57	5507.95	13896.62
75.00	19429.69	5510.26	13919.43
75.10	19454.80	5512.57	13942.23
75.20	19479.92	5514.89	13965.03
75.30	19505.03	5517.21	13987.82
75.40	19530.14	5519.53	14010.61
75.50	19555.24	5521.85	14033.39
75.60	19580.34	5524.18	14056.16
75.70	19605.44	5526.51	14078.93
75.80	19630.54	5528.85	14101.69
75.90	19655.63	5531.19	14124.44
76.00	19680.72	5533.53	14147.19
76.10	19705.80	5535.87	14169.93
76.20	19730.88	5538.21	14192.67
76.30	19755.96	5540.56	14215.40
76.40	19781.04	5542.92	14238.12
76.50	19806.11	5545.27	14260.84
76.60	19831.18	5547.63	14283.55
76.70	19856.25	5549.99	14306.26
76.80	19881.31	5552.35	14328.96
76.90	19906.37	5554.72	14351.65
77.00	19931.43	5557.09	14374.34
77.10	19956.48	5559.46	14397.02
77.20	19981.53	5561.84	14419.69
77.30	20006.58	5564.22	14442.36
77.40	20031.62	5566.60	14465.02
77.50	20056.66	5568.98	14487.68
77.60	20081.70	5571.37	14510.33
77.70	20106.73	5573.76	14532.97
77.80	20131.76	5576.16	14555.61
77.90	20156.79	5578.55	14578.24
78.00	20181.81	5580.95	14600.86
78.10	20206.83	5583.35	14623.48
78.20	20231.85	5585.76	14646.09
78.30	20256.87	5588.17	14668.70
78.40	20281.88	5590.58	14691.30
78.50	20306.88	5592.99	14713.89
78.60	20331.89	5595.41	14736.48
78.70	20356.89	5597.83	14759.06
78.80	20381.89	5600.26	14781.63
78.90	20406.88	5602.68	14804.20
79.00	20431.87	5605.11	14826.76
79.10	20456.86	5607.54	14849.32
79.20	20481.84	5609.98	14871.87
79.30	20506.83	5612.42	14894.41
79.40	20531.80	5614.86	14916.95
79.50	20556.78	5617.30	14939.48
79.60	20581.75	5619.75	14962.00
79.70	20606.72	5622.20	14984.52
79.80	20631.68	5624.65	15007.03
79.90	20656.64	5627.11	15029.53
80.00	20681.60	5629.57	15052.03
80.10	20706.55	5632.03	15074.52
80.20	20731.51	5634.49	15097.01
80.30	20756.45	5636.96	15119.49
80.40	20781.40	5639.43	15141.96
80.50	20806.34	5641.91	15164.43
80.60	20831.28	5644.38	15186.89
80.70	20856.21	5646.86	15209.34
80.80	20881.14	5649.35	15231.79
80.90	20906.07	5651.83	15254.23
81.00	20930.99	5654.32	15276.67
81.10	20955.91	5656.81	15299.10
81.20	20980.83	5659.31	15321.52
81.30	21005.74	5661.81	15343.94
81.40	21030.65	5664.31	15366.35
81.50	21055.56	5666.81	15388.75
81.60	21080.46	5669.32	15411.14
81.70	21105.36	5671.83	15433.53
81.80	21130.26	5674.34	15455.92
81.90	21155.15	5676.86	15478.30
82.00	21180.04	5679.38	15500.67
82.10	21204.93	5681.90	15523.03
82.20	21229.81	5684.42	15545.39
82.30	21254.69	5686.95	15567.74
82.40	21279.57	5689.48	15590.09
82.50	21304.44	5692.01	15612.42
82.60	21329.31	5694.55	15634.76
82.70	21354.17	5697.09	15657.08
82.80	21379.04	5699.63	15679.40
82.90	21403.89	5702.18	15701.72
83.00	21428.75	5704.73	15724.02
83.10	21453.60	5707.28	15746.32
83.20	21478.45	5709.83	15768.61
83.30	21503.29	5712.39	15790.90
83.40	21528.13	5714.95	15813.18
83.50	21552.97	5717.52	15835.46
83.60	21577.81	5720.08	15857.72
83.70	21602.64	5722.65	15879.98
83.80	21627.46	5725.22	15902.24
83.90	21652.29	5727.80	15924.49
84.00	21677.11	5730.38	15946.73
84.10	21701.92	5732.96	15968.96
84.20	21726.74	5735.54	15991.19
84.30	21751.55	5738.13	16013.41
84.40	21776.35	5740.72	16035.63
84.50	21801.15	5743.32	16057.84
84.60	21825.95	5745.91	16080.04
84.70	21850.75	5748.51	16102.24
84.80	21875.54	5751.12	16124.42
84.90	21900.33	5753.72	16146.61
85.00	21925.11	5756.33	16168.78
85.10	21949.89	5758.94	16190.95
85.20	21974.67	5761.56	16213.12
85.30	21999.44	5764.17	16235.27
85.40	22024.21	5766.79	16257.42
85.50	22048.98	5769.42	16279.56
85.60	22073.74	5772.04	16301.70
85.70	22098.50	5774.67	16323.83
85.80	22123.26	5777.31	16345.95
85.90	22148.01	5779.94	16368.07
86.00	22172.76	5782.58	16390.18
86.10	22197.51	5785.22	16412.28
86.20	22222.25	5787.87	16434.38
86.30	22246.99	5790.51	16456.47
86.40	22271.72	5793.16	16478.55
86.50	22296.45	5795.82	16500.63
86.60	22321.18	5798.48	16522.70
86.70	22345.90	5801.13	16544.77
86.80	22370.62	5803.80	16566.82
86.90	22395.34	5806.46	16588.87
87.00	22420.05	5809.13	16610.92
87.10	22444.76	5811.80	16632.95
87.20	22469.46	5814.48	16654.98
87.30	22494.16	5817.16	16677.01
87.40	22518.86	5819.84	16699.02
87.50	22543.55	5822.52	16721.03
87.60	22568.25	5825.21	16743.04
87.70	22592.93	5827.90	16765.04
87.80	22617.61	5830.59	16787.03
87.90	22642.29	5833.29	16809.01
88.00	22666.97	5835.98	16830.99
88.10	22691.64	5838.69	16852.96
88.20	22716.31	5841.39	16874.92
88.30	22740.97	5844.10	16896.88
88.40	22765.64	5846.81	16918.83
88.50	22790.29	5849.52	16940.77
88.60	22814.95	5852.24	16962.71
88.70	22839.60	5854.96	16984.64
88.80	22864.24	5857.68	17006.56
88.90	22888.88	5860.41	17028.47
89.00	22913.52	5863.14	17050.38
89.10	22938.16	5865.87	17072.29
89.20	22962.79	5868.60	17094.18
89.30	22987.41	5871.34	17116.07
89.40	23012.04	5874.08	17137.96
89.50	23036.66	5876.83	17159.83
89.60	23061.27	5879.57	17181.70
89.70	23085.89	5882.32	17203.56
89.80	23110.49	5885.08	17225.42
89.90	23135.10	5887.83	17247.27
90.00	23159.70	5890.59	17269.11
90.10	23184.30	5893.35	17290.94
90.20	23208.89	5896.12	17312.77
90.30	23233.48	5898.89	17334.59
90.40	23258.07	5901.66	17356.41
90.50	23282.65	5904.43	17378.21
90.60	23307.23	5907.21	17400.02
90.70	23331.80	5909.99	17421.81
90.80	23356.37	5912.77	17443.60
90.90	23380.94	5915.56	17465.38
91.00	23405.50	5918.35	17487.15
91.10	23430.06	5921.14	17508.92
91.20	23454.61	5923.94	17530.68
91.30	23479.17	5926.74	17552.43
91.40	23503.71	5929.54	17574.18
91.50	23528.26	5932.34	17595.92
91.60	23552.80	5935.15	17617.65
91.70	23577.33	5937.96	17639.37
91.80	23601.87	5940.77	17661.09
91.90	23626.39	5943.59	17682.80
92.00	23650.92	5946.41	17704.51
92.10	23675.44	5949.23	17726.21
92.20	23699.96	5952.06	17747.90
92.30	23724.47	5954.89	17769.58
92.40	23748.98	5957.72	17791.26
92.50	23773.48	5960.55	17812.93
92.60	23797.98	5963.39	17834.59
92.70	23822.48	5966.23	17856.25
92.80	23846.97	5969.07	17877.90
92.90	23871.46	5971.92	17899.54
93.00	23895.95	5974.77	17921.18
93.10	23920.43	5977.62	17942.81
93.20	23944.91	5980.48	17964.43
93.30	23969.38	5983.34	17986.04
93.40	23993.85	5986.20	18007.65
93.50	24018.32	5989.07	18029.25
93.60	24042.78	5991.93	18050.85
93.70	24067.24	5994.81	18072.43
93.80	24091.69	5997.68	18094.02
93.90	24116.14	6000.56	18115.59
94.00	24140.59	6003.44	18137.15
94.10	24165.03	6006.32	18158.71
94.20	24189.47	6009.21	18180.27
94.30	24213.91	6012.10	18201.81
94.40	24238.34	6014.99	18223.35
94.50	24262.76	6017.88	18244.88
94.60	24287.19	6020.78	18266.40
94.70	24311.61	6023.68	18287.92
94.80	24336.02	6026.59	18309.43
94.90	24360.43	6029.50	18330.94
95.00	24384.84	6032.41	18352.43
95.10	24409.24	6035.32	18373.92
95.20	24433.64	6038.24	18395.40
95.30	24458.03	6041.16	18416.88
95.40	24482.42	6044.08	18438.35
95.50	24506.81	6047.01	18459.81
95.60	24531.19	6049.93	18481.26
95.70	24555.57	6052.87	18502.71
95.80	24579.95	6055.80	18524.15
95.90	24604.32	6058.74	18545.58
96.00	24628.68	6061.68	18567.00
96.10	24653.05	6064.62	18588.42
96.20	24677.41	6067.57	18609.83
96.30	24701.76	6070.52	18631.24
96.40	24726.11	6073.47	18652.64
96.50	24750.46	6076.43	18674.03
96.60	24774.80	6079.39	18695.41
96.70	24799.14	6082.35	18716.79
96.80	24823.47	6085.32	18738.15
96.90	24847.80	6088.29	18759.52
97.00	24872.13	6091.26	18780.87
97.10	24896.45	6094.23	18802.22
97.20	24920.77	6097.21	18823.56
97.30	24945.08	6100.19	18844.89
97.40	24969.39	6103.18	18866.22
97.50	24993.70	6106.16	18887.54
97.60	25018.00	6109.15	18908.85
97.70	25042.30	6112.14	18930.15
97.80	25066.59	6115.14	18951.45
97.90	25090.88	6118.14	18972.74
98.00	25115.17	6121.14	18994.02
98.10	25139.45	6124.15	19015.30
98.20	25163.72	6127.16	19036.57
98.30	25188.00	6130.17	19057.83
98.40	25212.27	6133.18	19079.08
98.50	25236.53	6136.20	19100.33
98.60	25260.79	6139.22	19121.57
98.70	25285.05	6142.24	19142.80
98.80	25309.30	6145.27	19164.03
98.90	25333.55	6148.30	19185.25
99.00	25357.79	6151.33	19206.46
99.10	25382.03	6154.37	19227.66
99.20	25406.27	6157.41	19248.86
99.30	25430.50	6160.45	19270.05
99.40	25454.72	6163.49	19291.23
99.50	25478.95	6166.54	19312.41
99.60	25503.17	6169.59	19333.58
99.70	25527.38	6172.65	19354.74
99.80	25551.59	6175.70	19375.89
99.90	25575.80	6178.76	19397.04
100.00	25600.00	6181.83	19418.17
