# x	Revenue	Cost	Profit
73.10	15584.24	5435.92	10148.32
73.20	15604.60	5438.37	10166.23
73.30	15624.95	5440.82	10184.13
73.40	15645.30	5443.27	10202.03
73.50	15665.64	5445.73	10219.91
73.60	15685.98	5448.19	10237.79
73.70	15706.32	5450.65	10255.67
73.80	15726.65	5453.12	10273.53
73.90	15746.97	5455.59	10291.39
74.00	15767.30	5458.06	10309.24
74.10	15787.62	5460.54	10327.08
74.20	15807.93	5463.01	10344.92
74.30	15828.24	5465.50	10362.75
74.40	15848.55	5467.98	10380.57
74.50	15868.86	5470.47	10398.38
74.60	15889.16	5472.96	10416.19
74.70	15909.45	5475.46	10433.99
74.80	15929.74	5477.96	10451.78
74.90	15950.03	5480.46	10469.57
75.00	15970.31	5482.96	10487.35
75.10	15990.59	5485.47	10505.12
75.20	16010.87	5487.98	10522.88
75.30	16031.14	5490.50	10540.64
75.40	16051.41	5493.02	10558.39
75.50	16071.67	5495.54	10576.13
75.60	16091.93	5498.06	10593.87
75.70	16112.18	5500.59	10611.59
75.80	16132.43	5503.12	10629.31
75.90	16152.68	5505.65	10647.03
76.00	16172.92	5508.19	10664.73
76.10	16193.16	5510.73	10682.43
76.20	16213.39	5513.27	10700.12
76.30	16233.62	5515.82	10717.81
76.40	16253.85	5518.37	10735.48
76.50	16274.07	5520.92	10753.15
76.60	16294.29	5523.48	10770.81
76.70	16314.50	5526.04	10788.47
76.80	16334.71	5528.60	10806.11
76.90	16354.92	5531.17	10823.75
77.00	16375.12	5533.74	10841.39
77.10	16395.32	5536.31	10859.01
77.20	16415.51	5538.88	10876.63
77.30	16435.70	5541.46	10894.24
77.40	16455.88	5544.04	10911.84
77.50	16476.06	5546.63	10929.44
77.60	16496.24	5549.22	10947.02
77.70	16516.41	5551.81	10964.60
77.80	16536.58	5554.40	10982.18
77.90	16556.74	5557.00	10999.74
78.00	16576.90	5559.60	11017.30
78.10	16597.06	5562.21	11034.85
78.20	16617.21	5564.81	11052.39
78.30	16637.36	5567.43	11069.93
78.40	16657.50	5570.04	11087.46
78.50	16677.64	5572.66	11104.98
78.60	16697.77	5575.28	11122.49
78.70	16717.90	5577.90	11140.00
78.80	16738.03	5580.53	11157.50
78.90	16758.15	5583.16	11174.99
79.00	16778.26	5585.79	11192.47
79.10	16798.38	5588.43	11209.95
79.20	16818.49	5591.07	11227.42
79.30	16838.59	5593.71	11244.88
79.40	16858.69	5596.36	11262.33
79.50	16878.79	5599.01	11279.78
79.60	16898.88	5601.66	11297.22
79.70	16918.96	5604.32	11314.65
79.80	16939.05	5606.98	11332.07
79.90	16959.13	5609.64	11349.49
80.00	16979.20	5612.30	11366.90
80.10	16999.27	5614.97	11384.30
80.20	17019.34	5617.64	11401.69
80.30	17039.40	5620.32	11419.08
80.40	17059.45	5623.00	11436.45
80.50	17079.51	5625.68	11453.83
80.60	17099.55	5628.37	11471.19
80.70	17119.60	5631.05	11488.54
80.80	17139.64	5633.75	11505.89
80.90	17159.67	5636.44	11523.23
81.00	17179.70	5639.14	11540.56
81.10	17199.73	5641.84	11557.89
81.20	17219.75	5644.54	11575.21
81.30	17239.77	5647.25	11592.52
81.40	17259.78	5649.96	11609.82
81.50	17279.79	5652.68	11627.11
81.60	17299.80	5655.39	11644.40
81.70	17319.80	5658.11	11661.68
81.80	17339.79	5660.84	11678.95
81.90	17359.78	5663.57	11696.22
82.00	17379.77	5666.30	11713.47
82.10	17399.75	5669.03	11730.72
82.20	17419.73	5671.77	11747.96
82.30	17439.70	5674.51	11765.20
82.40	17459.67	5677.25	11782.42
82.50	17479.64	5680.00	11799.64
82.60	17499.60	5682.75	11816.85
82.70	17519.55	5685.50	11834.05
82.80	17539.50	5688.26	11851.25
82.90	17559.45	5691.01	11868.43
83.00	17579.39	5693.78	11885.61
83.10	17599.33	5696.54	11902.79
83.20	17619.26	5699.31	11919.95
83.30	17639.19	5702.08	11937.11
83.40	17659.12	5704.86	11954.26
83.50	17679.04	5707.64	11971.40
83.60	17698.95	5710.42	11988.53
83.70	17718.86	5713.21	12005.65
83.80	17738.77	5716.00	12022.77
83.90	17758.67	5718.79	12039.88
84.00	17778.57	5721.58	12056.98
84.10	17798.46	5724.38	12074.08
84.20	17818.35	5727.18	12091.16
84.30	17838.23	5729.99	12108.24
84.40	17858.11	5732.80	12125.31
84.50	17877.98	5735.61	12142.38
84.60	17897.85	5738.42	12159.43
84.70	17917.72	5741.24	12176.48
84.80	17937.58	5744.06	12193.52
84.90	17957.44	5746.88	12210.55
85.00	17977.29	5749.71	12227.58
85.10	17997.13	5752.54	12244.59
85.20	18016.98	5755.38	12261.60
85.30	18036.81	5758.21	12278.60
85.40	18056.65	5761.06	12295.59
85.50	18076.48	5763.90	12312.58
85.60	18096.30	5766.75	12329.55
85.70	18116.12	5769.60	12346.52
85.80	18135.93	5772.45	12363.48
85.90	18155.74	5775.31	12380.44
86.00	18175.55	5778.17	12397.38
86.10	18195.35	5781.03	12414.32
86.20	18215.15	5783.90	12431.25
86.30	18234.94	5786.77	12448.17
86.40	18254.72	5789.64	12465.08
86.50	18274.51	5792.52	12481.99
86.60	18294.28	5795.40	12498.89
86.70	18314.06	5798.28	12515.78
86.80	18333.83	5801.16	12532.66
86.90	18353.59	5804.05	12549.53
87.00	18373.35	5806.95	12566.40
87.10	18393.10	5809.84	12583.26
87.20	18412.85	5812.74	12600.11
87.30	18432.60	5815.64	12616.95
87.40	18452.34	5818.55	12633.79
87.50	18472.07	5821.46	12650.61
87.60	18491.80	5824.37	12667.43
87.70	18511.53	5827.29	12684.24
87.80	18531.25	5830.21	12701.04
87.90	18550.96	5833.13	12717.84
88.00	18570.68	5836.05	12734.62
88.10	18590.38	5838.98	12751.40
88.20	18610.08	5841.91	12768.17
88.30	18629.78	5844.85	12784.93
88.40	18649.47	5847.79	12801.69
88.50	18669.16	5850.73	12818.43
88.60	18688.84	5853.67	12835.17
88.70	18708.52	5856.62	12851.90
88.80	18728.20	5859.57	12868.62
88.90	18747.86	5862.53	12885.34
89.00	18767.53	5865.48	12902.04
89.10	18787.19	5868.45	12918.74
89.20	18806.84	5871.41	12935.43
89.30	18826.49	5874.38	12952.11
89.40	18846.13	5877.35	12968.79
89.50	18865.77	5880.32	12985.45
89.60	18885.41	5883.30	13002.11
89.70	18905.04	5886.28	13018.76
89.80	18924.66	5889.27	13035.40
89.90	18944.28	5892.25	13052.03
90.00	18963.90	5895.24	13068.66
90.10	18983.51	5898.24	13085.27
90.20	19003.12	5901.23	13101.88
90.30	19022.72	5904.24	13118.48
90.40	19042.31	5907.24	13135.07
90.50	19061.90	5910.25	13151.66
90.60	19081.49	5913.26	13168.23
90.70	19101.07	5916.27	13184.80
90.80	19120.65	5919.29	13201.36
90.90	19140.22	5922.31	13217.91
91.00	19159.79	5925.33	13234.46
91.10	19179.35	5928.36	13250.99
91.20	19198.90	5931.39	13267.52
91.30	19218.46	5934.42	13284.04
91.40	19238.00	5937.46	13300.55
91.50	19257.55	5940.50	13317.05
91.60	19277.08	5943.54	13333.54
91.70	19296.61	5946.59	13350.03
91.80	19316.14	5949.63	13366.51
91.90	19335.66	5952.69	13382.98
92.00	19355.18	5955.74	13399.44
92.10	19374.69	5958.80	13415.89
92.20	19394.20	5961.87	13432.33
92.30	19413.70	5964.93	13448.77
92.40	19433.20	5968.00	13465.20
92.50	19452.69	5971.07	13481.62
92.60	19472.18	5974.15	13498.03
92.70	19491.66	5977.23	13514.43
92.80	19511.14	5980.31	13530.83
92.90	19530.61	5983.40	13547.21
93.00	19550.08	5986.49	13563.59
93.10	19569.54	5989.58	13579.96
93.20	19589.00	5992.67	13596.32
93.30	19608.45	5995.77	13612.68
93.40	19627.90	5998.87	13629.02
93.50	19647.34	6001.98	13645.36
93.60	19666.78	6005.09	13661.69
93.70	19686.21	6008.20	13678.01
93.80	19705.64	6011.32	13694.32
93.90	19725.06	6014.43	13710.62
94.00	19744.47	6017.56	13726.92
94.10	19763.89	6020.68	13743.20
94.20	19783.29	6023.81	13759.48
94.30	19802.69	6026.94	13775.75
94.40	19822.09	6030.08	13792.01
94.50	19841.48	6033.22	13808.27
94.60	19860.87	6036.36	13824.51
94.70	19880.25	6039.50	13840.75
94.80	19899.63	6042.65	13856.98
94.90	19919.00	6045.80	13873.20
95.00	19938.36	6048.96	13889.41
95.10	19957.72	6052.11	13905.61
95.20	19977.08	6055.28	13921.80
95.30	19996.43	6058.44	13937.99
95.40	20015.77	6061.61	13954.17
95.50	20035.11	6064.78	13970.33
95.60	20054.45	6067.95	13986.50
95.70	20073.78	6071.13	14002.65
95.80	20093.10	6074.31	14018.79
95.90	20112.42	6077.50	14034.93
96.00	20131.74	6080.69	14051.05
96.10	20151.05	6083.88	14067.17
96.20	20170.35	6087.07	14083.28
96.30	20189.65	6090.27	14099.38
96.40	20208.94	6093.47	14115.47
96.50	20228.23	6096.67	14131.56
96.60	20247.51	6099.88	14147.63
96.70	20266.79	6103.09	14163.70
96.80	20286.06	6106.31	14179.76
96.90	20305.33	6109.52	14195.81
97.00	20324.59	6112.75	14211.85
97.10	20343.85	6115.97	14227.88
97.20	20363.10	6119.20	14243.91
97.30	20382.35	6122.43	14259.92
97.40	20401.59	6125.66	14275.93
97.50	20420.83	6128.90	14291.93
97.60	20440.06	6132.14	14307.92
97.70	20459.28	6135.38	14323.90
97.80	20478.50	6138.63	14339.87
97.90	20497.72	6141.88	14355.84
98.00	20516.93	6145.14	14371.79
98.10	20536.13	6148.39	14387.74
98.20	20555.33	6151.65	14403.68
98.30	20574.52	6154.92	14419.61
98.40	20593.71	6158.18	14435.53
98.50	20612.90	6161.45	14451.44
98.60	20632.07	6164.73	14467.34
98.70	20651.25	6168.01	14483.24
98.80	20670.41	6171.29	14499.13
98.90	20689.57	6174.57	14515.00
99.00	20708.73	6177.86	14530.87
99.10	20727.88	6181.15	14546.73
99.20	20747.03	6184.44	14562.59
99.30	20766.17	6187.74	14578.43
99.40	20785.30	6191.04	14594.26
99.50	20804.43	6194.34	14610.09
99.60	20823.56	6197.65	14625.91
99.70	20842.68	6200.96	14641.72
99.80	20861.79	6204.27	14657.52
99.90	20880.90	6207.59	14673.31
100.00	20900.00	6210.91	14689.09
